Sample_ID,Y2015,Y2016,BLM,ROCK,NO_SPECIES,DAYS,NO3,NH4,PMN,FAB,MUS,OAT,PEA,PTT,SPW,WEEDS,TOT_MASS,Biomass
ROCK16-508-D05,0,1,0,1,5,5,5.81,5.285,71.185,0,2.3266,24.2977,5.539,0,12.4678,12.1331,56.7642,Yes
ROCK16-508-D14,0,1,0,1,5,14,11.37,6.23,53.24,0,2.3266,24.2977,5.539,0,12.4678,12.1331,56.7642,Yes
ROCK16-508-D34,0,1,0,1,5,34,13.33,4.33,57.24,0,2.3266,24.2977,5.539,0,12.4678,12.1331,56.7642,Yes
ROCK16-509-D05,0,1,0,1,5,5,5.315,5.175,65.165,0.1797,0,42.7872,6.5559,0.7342,24.6067,23.6964,98.5601,Yes
ROCK16-509-D14,0,1,0,1,5,14,8.96,7.14,47.215,0.1797,0,42.7872,6.5559,0.7342,24.6067,23.6964,98.5601,Yes
ROCK16-509-D34,0,1,0,1,5,34,7.835,4.155,59.57,0.1797,0,42.7872,6.5559,0.7342,24.6067,23.6964,98.5601,Yes
ROCK16-510-D05,0,1,0,1,1,5,7.425,4.8,58.4,0,0,0,74.3489,0,0,29.544,103.8929,Yes
ROCK16-510-D14,0,1,0,1,1,14,12.305,5.165,49.655,0,0,0,74.3489,0,0,29.544,103.8929,Yes
ROCK16-510-D34,0,1,0,1,1,34,10.235,3.85,54.71,0,0,0,74.3489,0,0,29.544,103.8929,Yes
ROCK16-511-D05,0,1,0,1,5,5,5.05,4.765,56.86,1.0438,6.5671,33.5354,0,0,25.0035,11.5178,77.6676,Yes
ROCK16-511-D14,0,1,0,1,5,14,8.69,5.01,50.51,1.0438,6.5671,33.5354,0,0,25.0035,11.5178,77.6676,Yes
ROCK16-511-D34,0,1,0,1,5,34,4.58,3.58,62.54,1.0438,6.5671,33.5354,0,0,25.0035,11.5178,77.6676,Yes
ROCK16-512-D05,0,1,0,1,1,5,6.895,5.025,63.23,0,5.234,0,0,0,0,12.86,18.094,Yes
ROCK16-512-D14,0,1,0,1,1,14,9.305,5.95,56.445,0,5.234,0,0,0,0,12.86,18.094,Yes
ROCK16-512-D34,0,1,0,1,1,34,4.72,4.23,59.43,0,5.234,0,0,0,0,12.86,18.094,Yes
ROCK16-513-D05,0,1,0,1,1,5,5.525,4.765,54.485,0,0,66.0109,0,0,0,3.853,69.8639,Yes
ROCK16-513-D14,0,1,0,1,1,14,8.355,5.095,48.775,0,0,66.0109,0,0,0,3.853,69.8639,Yes
ROCK16-513-D34,0,1,0,1,1,34,5.66,3.79,59.955,0,0,66.0109,0,0,0,3.853,69.8639,Yes
ROCK16-514-D05,0,1,0,1,1,5,5.775,4.665,57.07,0,0,0,0,22.5162,0,21.1401,43.6563,Yes
ROCK16-514-D14,0,1,0,1,1,14,8.68,7.485,53.86,0,0,0,0,22.5162,0,21.1401,43.6563,Yes
ROCK16-514-D34,0,1,0,1,1,34,3.945,4.025,67.445,0,0,0,0,22.5162,0,21.1401,43.6563,Yes
ROCK16-601-D05,0,1,0,1,1,5,5.745,4.55,60.425,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-601-D14,0,1,0,1,1,14,16.875,7.72,51.245,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-601-D34,0,1,0,1,1,34,8.8,4.54,66.315,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-602-D05,0,1,0,1,5,5,5.12,5.03,57.39,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-602-D14,0,1,0,1,5,14,10.51,7.045,44.545,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-602-D34,0,1,0,1,5,34,6.165,3.535,57.1,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-603-D05,0,1,0,1,1,5,4.995,4.61,46.6,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-603-D14,0,1,0,1,1,14,5.85,5.51,43.975,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-603-D34,0,1,0,1,1,34,7.135,3.97,56.945,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-604-D05,0,1,0,1,1,5,4.085,4.725,49.66,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-604-D14,0,1,0,1,1,14,5.845,5.07,44.525,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-604-D34,0,1,0,1,1,34,3.885,3.185,54.125,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-605-D05,0,1,0,1,5,5,3.835,4.795,55.535,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-605-D14,0,1,0,1,5,14,8.365,5.38,48.75,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-605-D34,0,1,0,1,5,34,9.76,5.005,66.355,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-606-D05,0,1,0,1,5,5,3.33,3.99,50.185,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-606-D14,0,1,0,1,5,14,9.045,6.84,53.055,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-606-D34,0,1,0,1,5,34,7.81,4.25,51.72,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-607-D05,0,1,0,1,1,5,4.535,3.875,53.035,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-607-D14,0,1,0,1,1,14,8.195,5.55,51.47,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-607-D34,0,1,0,1,1,34,8.225,4.545,58.62,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-608-D05,0,1,0,1,5,5,6.42,6.03,56.72,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-608-D14,0,1,0,1,5,14,8.585,6.11,58.165,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-608-D34,0,1,0,1,5,34,7.71,4.13,60.815,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-609-D05,0,1,0,1,1,5,3.61,4.36,54.145,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-609-D14,0,1,0,1,1,14,6.92,6.13,50.47,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-609-D34,0,1,0,1,1,34,4.16,4.32,68.775,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-610-D05,0,1,0,1,5,5,5.54,6.205,62.595,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-610-D14,0,1,0,1,5,14,8.475,7.03,54.38,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-610-D34,0,1,0,1,5,34,3.975,4.235,63.075,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-611-D05,0,1,0,1,5,5,4.485,5.16,64.42,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-611-D14,0,1,0,1,5,14,7.905,6.51,51.455,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-611-D34,0,1,0,1,5,34,9.55,5.3,65.07,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-612-D05,0,1,0,1,1,5,4.76,5.88,56.07,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-612-D14,0,1,0,1,1,14,4.925,4.53,52.245,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-612-D34,0,1,0,1,1,34,4.2,4.515,64.535,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-613-D05,0,1,0,1,0,5,5.655,5.68,58.805,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-613-D14,0,1,0,1,0,14,8.665,6.39,55.435,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-613-D34,0,1,0,1,0,34,3.82,3.22,65.075,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-614-D05,0,1,0,1,1,5,4.91,6.205,62.895,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-614-D14,0,1,0,1,1,14,8.505,6.98,57.3,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-614-D34,0,1,0,1,1,34,5.495,4.625,64.6,NA,NA,NA,NA,NA,NA,NA,NA,No
ROCK16-701-D05,0,1,0,1,1,5,5.5,5.69,55.32,8.7074,0,0,0,0,0,23.845,32.5524,Yes
ROCK16-701-D14,0,1,0,1,1,14,9.235,5.765,47.04,8.7074,0,0,0,0,0,23.845,32.5524,Yes
ROCK16-701-D34,0,1,0,1,1,34,4.97,3.665,59.58,8.7074,0,0,0,0,0,23.845,32.5524,Yes
ROCK16-702-D05,0,1,0,1,1,5,7.88,5.59,53.905,0,6.1227,0,0,0,0,11.9514,18.0741,Yes
ROCK16-702-D14,0,1,0,1,1,14,9.34,5.67,49.39,0,6.1227,0,0,0,0,11.9514,18.0741,Yes
ROCK16-702-D34,0,1,0,1,1,34,3.185,3.28,63.505,0,6.1227,0,0,0,0,11.9514,18.0741,Yes
ROCK16-703-D05,0,1,0,1,1,5,4.395,5.16,55.455,0,0,75.3899,0,0,0,8.1314,83.5213,Yes
ROCK16-703-D14,0,1,0,1,1,14,8.645,6.325,51.725,0,0,75.3899,0,0,0,8.1314,83.5213,Yes
ROCK16-703-D34,0,1,0,1,1,34,5.41,4.15,64.91,0,0,75.3899,0,0,0,8.1314,83.5213,Yes
ROCK16-704-D05,0,1,0,1,5,5,6.36,5.665,59.445,0,3.4724,47.3377,9.0399,0,0,6.7686,66.6186,Yes
ROCK16-704-D14,0,1,0,1,5,14,12.085,5.28,46.915,0,3.4724,47.3377,9.0399,0,0,6.7686,66.6186,Yes
ROCK16-704-D34,0,1,0,1,5,34,6.78,4.34,64.655,0,3.4724,47.3377,9.0399,0,0,6.7686,66.6186,Yes
ROCK16-705-D05,0,1,0,1,1,5,13.38,6.78,63.355,0,0,0,80.5797,0,0,36.7298,117.3095,Yes
ROCK16-705-D14,0,1,0,1,1,14,16.04,7.02,54.085,0,0,0,80.5797,0,0,36.7298,117.3095,Yes
ROCK16-705-D34,0,1,0,1,1,34,10.385,3.805,60.44,0,0,0,80.5797,0,0,36.7298,117.3095,Yes
ROCK16-706-D05,0,1,0,1,1,5,7.76,6.8,54.07,0,0,0,0,14.0584,0,21.6356,35.694,Yes
ROCK16-706-D14,0,1,0,1,1,14,11.635,5.43,55.68,0,0,0,0,14.0584,0,21.6356,35.694,Yes
ROCK16-706-D34,0,1,0,1,1,34,4.085,3.685,61.535,0,0,0,0,14.0584,0,21.6356,35.694,Yes
ROCK16-707-D05,0,1,0,1,5,5,5.88,6.49,54.89,3.7045,0,45.1472,6.3308,1.26,21.7142,10.2376,88.3943,Yes
ROCK16-707-D14,0,1,0,1,5,14,12.395,6.06,55.48,3.7045,0,45.1472,6.3308,1.26,21.7142,10.2376,88.3943,Yes
ROCK16-707-D34,0,1,0,1,5,34,8.885,4.38,68.98,3.7045,0,45.1472,6.3308,1.26,21.7142,10.2376,88.3943,Yes
ROCK16-708-D05,0,1,0,1,5,5,8.215,7.42,64.185,0,1.568,36.8329,5.8932,0.0198,14.5614,10.1343,69.0096,Yes
ROCK16-708-D14,0,1,0,1,5,14,11.455,5.485,57.905,0,1.568,36.8329,5.8932,0.0198,14.5614,10.1343,69.0096,Yes
ROCK16-708-D34,0,1,0,1,5,34,7.825,3.58,64.99,0,1.568,36.8329,5.8932,0.0198,14.5614,10.1343,69.0096,Yes
ROCK16-709-D05,0,1,0,1,5,5,8.445,7.76,65.145,0.3275,2.4408,30.8267,11.8948,0,17.2503,7.0783,69.8184,Yes
ROCK16-709-D14,0,1,0,1,5,14,13.675,7.005,60.53,0.3275,2.4408,30.8267,11.8948,0,17.2503,7.0783,69.8184,Yes
ROCK16-709-D34,0,1,0,1,5,34,14.78,4.605,69.665,0.3275,2.4408,30.8267,11.8948,0,17.2503,7.0783,69.8184,Yes
ROCK16-710-D05,0,1,0,1,0,5,9.92,7.415,64.01,0,0,0,0,0,0,0,0,Yes
ROCK16-710-D14,0,1,0,1,0,14,16.425,7.5,68.975,0,0,0,0,0,0,0,0,Yes
ROCK16-710-D34,0,1,0,1,0,34,4.595,3.845,71.785,0,0,0,0,0,0,0,0,Yes
ROCK16-711-D05,0,1,0,1,1,5,9.205,8.32,65.69,0,0,0,0,0,83.7139,4.043,87.7569,Yes
ROCK16-711-D14,0,1,0,1,1,14,10.91,5.78,68.96,0,0,0,0,0,83.7139,4.043,87.7569,Yes
ROCK16-711-D34,0,1,0,1,1,34,9.75,3.685,77.27,0,0,0,0,0,83.7139,4.043,87.7569,Yes
ROCK16-712-D05,0,1,0,1,1,5,5.915,7.31,74.12,0,0,0,0,0,0,83.1658,83.1658,Yes
ROCK16-712-D14,0,1,0,1,1,14,10.935,6.005,77.465,0,0,0,0,0,0,83.1658,83.1658,Yes
ROCK16-712-D34,0,1,0,1,1,34,4.835,4.64,78.02,0,0,0,0,0,0,83.1658,83.1658,Yes
ROCK16-713-D05,0,1,0,1,5,5,7.265,6.425,80.525,2.2263,11.7408,0,16.8128,1.7064,22.6279,15.3997,70.5139,Yes
ROCK16-713-D14,0,1,0,1,5,14,15.035,7.985,76.685,2.2263,11.7408,0,16.8128,1.7064,22.6279,15.3997,70.5139,Yes
ROCK16-713-D34,0,1,0,1,5,34,6.18,4.88,85.48,2.2263,11.7408,0,16.8128,1.7064,22.6279,15.3997,70.5139,Yes
ROCK16-714-D05,0,1,0,1,5,5,6.365,7.375,77.05,0.2592,15.0259,23.1248,0,2.9962,24.8469,19.7566,86.0096,Yes
ROCK16-714-D14,0,1,0,1,5,14,13.415,8.785,77.59,0.2592,15.0259,23.1248,0,2.9962,24.8469,19.7566,86.0096,Yes
ROCK16-714-D34,0,1,0,1,5,34,6.86,5.96,94.125,0.2592,15.0259,23.1248,0,2.9962,24.8469,19.7566,86.0096,Yes
ROCK16-801-D05,0,1,0,1,5,5,3.975,4.675,58.14,0,2.79,30.1201,4.1428,0,17.0153,16.4735,70.5417,Yes
ROCK16-801-D14,0,1,0,1,5,14,8.265,6.17,58.62,0,2.79,30.1201,4.1428,0,17.0153,16.4735,70.5417,Yes
ROCK16-801-D34,0,1,0,1,5,34,4.5,5.25,65.685,0,2.79,30.1201,4.1428,0,17.0153,16.4735,70.5417,Yes
ROCK16-802-D05,0,1,0,1,1,5,4.165,4.62,60.27,8.5596,0,0,0,0,0,33.7357,42.2953,Yes
ROCK16-802-D14,0,1,0,1,1,14,9.235,6.17,59.37,8.5596,0,0,0,0,0,33.7357,42.2953,Yes
ROCK16-802-D34,0,1,0,1,1,34,4.57,5.035,70.785,8.5596,0,0,0,0,0,33.7357,42.2953,Yes
ROCK16-803-D05,0,1,0,1,0,5,3.585,4.665,55.84,0,0,0,0,0,0,0,0,Yes
ROCK16-803-D14,0,1,0,1,0,14,7.18,4.315,61.075,0,0,0,0,0,0,0,0,Yes
ROCK16-803-D34,0,1,0,1,0,34,3.905,4.435,61.565,0,0,0,0,0,0,0,0,Yes
ROCK16-804-D05,0,1,0,1,5,5,4.26,5.27,58.27,1.0893,0.9808,27.6941,8.3314,0,23.8549,14.9661,76.9166,Yes
ROCK16-804-D14,0,1,0,1,5,14,6.265,5.055,68.59,1.0893,0.9808,27.6941,8.3314,0,23.8549,14.9661,76.9166,Yes
ROCK16-804-D34,0,1,0,1,5,34,4.85,4.385,65.285,1.0893,0.9808,27.6941,8.3314,0,23.8549,14.9661,76.9166,Yes
ROCK16-805-D05,0,1,0,1,5,5,4.505,5.065,52.455,1.2939,0.5999,0,2.8091,0,19.5736,17.9602,42.2367,Yes
ROCK16-805-D14,0,1,0,1,5,14,5.86,3.995,68.52,1.2939,0.5999,0,2.8091,0,19.5736,17.9602,42.2367,Yes
ROCK16-805-D34,0,1,0,1,5,34,4.255,3.8,68.85,1.2939,0.5999,0,2.8091,0,19.5736,17.9602,42.2367,Yes
ROCK16-806-D05,0,1,0,1,1,5,4.135,5.09,63.92,0,0,0,0,0,78.3624,7.7391,86.1015,Yes
ROCK16-806-D14,0,1,0,1,1,14,9.24,5.825,67.025,0,0,0,0,0,78.3624,7.7391,86.1015,Yes
ROCK16-806-D34,0,1,0,1,1,34,6.725,5.96,79.38,0,0,0,0,0,78.3624,7.7391,86.1015,Yes
ROCK16-807-D05,0,1,0,1,5,5,5.635,5.91,63.31,0,4.2976,36.0085,7.7479,0,0,78.3624,126.4164,Yes
ROCK16-807-D14,0,1,0,1,5,14,12.045,6.45,63.79,0,4.2976,36.0085,7.7479,0,0,78.3624,126.4164,Yes
ROCK16-807-D34,0,1,0,1,5,34,3.93,5.135,63.2,0,4.2976,36.0085,7.7479,0,0,78.3624,126.4164,Yes
ROCK16-808-D05,0,1,0,1,1,5,6.775,5.845,56.38,0,0,0,85.3518,0,0,31.8773,117.2291,Yes
ROCK16-808-D14,0,1,0,1,1,14,12.105,7.55,63.55,0,0,0,85.3518,0,0,31.8773,117.2291,Yes
ROCK16-808-D34,0,1,0,1,1,34,3.995,5.075,58.045,0,0,0,85.3518,0,0,31.8773,117.2291,Yes
ROCK16-809-D05,0,1,0,1,5,5,4.23,4.85,58.5,0.9187,1.1871,34.1242,0,0,21.3227,29.9364,87.4891,Yes
ROCK16-809-D14,0,1,0,1,5,14,10.925,7.03,64.52,0.9187,1.1871,34.1242,0,0,21.3227,29.9364,87.4891,Yes
ROCK16-809-D34,0,1,0,1,5,34,5.475,5.745,65.315,0.9187,1.1871,34.1242,0,0,21.3227,29.9364,87.4891,Yes
ROCK16-810-D05,0,1,0,1,1,5,6.82,6.735,71.09,0,0,0,0,0,0,40.1368,40.1368,Yes
ROCK16-810-D14,0,1,0,1,1,14,8.555,6.04,74.315,0,0,0,0,0,0,40.1368,40.1368,Yes
ROCK16-810-D34,0,1,0,1,1,34,5.255,5.71,77.94,0,0,0,0,0,0,40.1368,40.1368,Yes
ROCK16-811-D05,0,1,0,1,1,5,5.645,5.55,68.93,0,0,83.6336,0,0,0,15.8334,99.467,Yes
ROCK16-811-D14,0,1,0,1,1,14,12.055,7.5,65.85,0,0,83.6336,0,0,0,15.8334,99.467,Yes
ROCK16-811-D34,0,1,0,1,1,34,9.87,6.48,77.385,0,0,83.6336,0,0,0,15.8334,99.467,Yes
ROCK16-812-D05,0,1,0,1,5,5,5.595,7.33,85.495,1,0,33.0643,12.6242,0,23.385,21.6769,91.7504,Yes
ROCK16-812-D14,0,1,0,1,5,14,11,7.62,86.145,1,0,33.0643,12.6242,0,23.385,21.6769,91.7504,Yes
ROCK16-812-D34,0,1,0,1,5,34,5.58,6.265,79.545,1,0,33.0643,12.6242,0,23.385,21.6769,91.7504,Yes
ROCK16-813-D05,0,1,0,1,1,5,5.205,7.23,84.15,0,0,0,0,34,0,40.0542,74.0542,Yes
ROCK16-813-D14,0,1,0,1,1,14,11.56,7.89,91.555,0,0,0,0,34,0,40.0542,74.0542,Yes
ROCK16-813-D34,0,1,0,1,1,34,2.875,5.145,95.72,0,0,0,0,34,0,40.0542,74.0542,Yes
ROCK16-814-D05,0,1,0,1,1,5,5.52,7.74,102.705,0,45.6236,0,0,0,0,31.4231,77.0467,Yes
ROCK16-814-D14,0,1,0,1,1,14,16.47,13.38,122.23,0,45.6236,0,0,0,0,31.4231,77.0467,Yes
ROCK16-814-D34,0,1,0,1,1,34,6.33,8.385,154.46,0,45.6236,0,0,0,0,31.4231,77.0467,Yes
